train_dataset	eval_dataset	eval_subj	R_eval_adj_L2reg	R_eval_adj_NNLS	R_eval_adj_diff
Language	MDTB	sub-14	0.6580141168741963	0.5116080190919382	0.1464060977822581
Language	MDTB	sub-15	0.5989799588232052	0.5068871051093398	0.09209285371386544
Language	MDTB	sub-17	0.9091289911938981	0.9685726242362105	-0.05944363304231237
Language	MDTB	sub-18	0.6094218507851058	0.5885971743686378	0.020824676416468013
Language	MDTB	sub-19	0.8147002920768618	0.8362061318967777	-0.02150583981991594
Language	MDTB	sub-20	0.661108822257157	0.6631807285244684	-0.002071906267311463
Language	MDTB	sub-21	0.5322972776937851	0.5046992535527297	0.02759802414105539
Language	MDTB	sub-22	0.9635805848719514	0.6860550876833683	0.2775254971885831
Language	MDTB	sub-24	0.6779763617077977	0.7179705516449687	-0.039994189937170965
Language	MDTB	sub-25	0.7138180393457783	0.7952696371551241	-0.08145159780934585
Language	MDTB	sub-26	0.6854377904877649	0.641696396108561	0.04374139437920388
Language	MDTB	sub-27	0.8542530909439233	0.75251501874019	0.10173807220373332
Language	MDTB	sub-28	0.8045029569540877	0.5811231458625487	0.22337981109153904
Language	MDTB	sub-29	0.5471994002271061	0.45521645611331796	0.09198294411378816
Language	MDTB	sub-30	0.5305496749050346	0.3736003959352155	0.15694927896981908
Language	MDTB	sub-31	0.6984429863835876	0.6926227161404575	0.005820270243130143
Language	Social	sub-03	0.26524719838831806	0.1544926923484213	0.11075450603989676
Language	Social	sub-04	0.8729742945578621	1.1287194761170458	-0.2557451815591837
Language	Social	sub-05	0.4079176192315861	0.35452166520185036	0.05339595402973574
Language	Social	sub-07	1.023414053036224	1.005933903161958	0.017480149874265827
Language	Social	sub-08	1.3750914478357592	1.1042377147380504	0.27085373309770877
Language	Social	sub-09	0.8596947368182984	0.814448976953108	0.045245759865190416
Language	Social	sub-10	0.9169725369077	0.6619980173007488	0.25497451960695117
Language	Social	sub-11	0.4897766821554968	0.18247910633832232	0.3072975758171745
Language	Social	sub-12	0.5003266716759627	0.4297084013002185	0.0706182703757442
Language	Social	sub-13	0.45503235901157263	0.5276903678039006	-0.07265800879232792
